bohr_id,X,Y,latitude,longitude,dataset
Jena Z 103/1963,4458846.6,5656519.4,51.04235164667549,11.411711628603518,SVZ
Keula 3/1962,4397984.3,5687087.6,51.309445116924834,10.535447109644238,SVZ
Keula 4/1961,4396420.6,5688058.6,51.31788750361824,10.51274758496436,SVZ
Kirchheilingen 002/1960,4410582.3,5674918.8,51.202212225639585,10.719108542856388,SVZ
Kirchheilingen 010/1960,4407153.9,5675860.4,51.210126729006205,10.669825429162236,SVZ
Kirchheilingen 015/1960,4412088.6,5672293.1,51.17885039813905,10.741297664421193,SVZ
Kirchheilingen 021/1960,4408170.9,5674603.6,51.19899730560243,10.684696576391522,SVZ
Kirchheilingen 023/1960,4411141.7,5673001.1,51.18506638423685,10.727584805203168,SVZ
Kirchheilingen 035/1961,4413674.7,5672559.8,51.181488747327734,10.763910261459863,SVZ
Kirchheilingen 060/1968,4410409.8,5673305.5,51.18768759314445,10.717043590586114,SVZ
Kirchheilingen 061/1968,4409471.5,5674140.7,51.19504509898072,10.703415800939862,SVZ
Kirchheilingen 063/1968,4410358.8,5673889.2,51.192924908478304,10.716168636722518,SVZ
Kirchheilingen 072/1968,4409135.4,5674682.7,51.19986230145947,10.698471799412442,SVZ
Kirchheilingen 073/1968,4412249.9,5673731.4,51.19180033401902,10.743252487505593,SVZ
Kirchheilingen 074/1968,4409824.4,5676277.6,51.21430363443989,10.707925996866864,SVZ
Kirchheilingen 079/1968,4411487.0,5672625.0,51.181740172621296,10.732614857357406,SVZ
Kirchheilingen 080/1968,4409651.6,5674827.1,51.201241770992276,10.705818828297641,SVZ
Kirchheilingen 081/1969,4411001.1,5672731.9,51.18262538666254,10.725641064015697,SVZ
Kirchheilingen 083/1969,4410860.9,5673497.8,51.189486186892566,10.723446442900698,SVZ
Kirchheilingen 084/1969,4411570.9,5672059.8,51.17667404665505,10.733953510725438,SVZ
Krahnberg 1/1963,4405725.4,5647666.9,50.956538912309526,10.656743522373432,SVZ
Krahnberg 14/1965,4404274.7,5650408.16,50.980933759026634,10.63538146048579,SVZ
Krahnberg 18/1965,4407479.8,5650945.0,50.986281934104994,10.680871841694996,SVZ
Krahnberg 2/1963,4406802.9,5648043.5,50.960098469289164,10.671978077406255,SVZ
Küllstedt 2/1966,4376471.4,5684737.63,51.28407131276194,10.227880278657741,SVZ
Langensalza 014/1961,4408731.1,5668526.2,51.14447395928848,10.694251717148793,SVZ
Langensalza 035/1970,4410553.0,5665310.8,51.11586656404023,10.721077820250615,SVZ
Langensalza 036/1970,4411469.5,5665143.5,51.11450543529208,10.734204226327124,SVZ
Langensalza 112/1961,4409749.4,5667207.5,51.132785064907644,10.709129719608944,SVZ
Langensalza 114/1961,4410459.6,5666804.5,51.129275007166825,10.719373385709163,SVZ
Lenders 1/1964,4363304.26,5621430.51,50.71233489720237,10.06308260541581,SVZ
Markvippach 2/1973,4444744.2,5659855.3,51.07115076858299,11.210141498091074,SVZ
Mechterstädt 2h/1963,4396807.0,5647799.7,50.956204590930305,10.529818398948558,SVZ
Mechterstädt 4/1963,4397735.0,5650109.6,50.97712675594387,10.54237218585137,SVZ
Mechterstädt 5/1963,4395206.5,5649575.9,50.97187653299751,10.506536235694963,SVZ
Mehrstedt 5/1970,4407219.9,5683254.7,51.276583109388206,10.668853860813686,SVZ
Mehrstedt 6/1971,4407284.5,5682709.3,51.27169264974817,10.669920838993713,SVZ
Neudietendorf 1/1962,4419059.9,5645289.2,50.93719723117313,10.84700940024591,SVZ
Neudietendorf 3/1962,4419648.0,5646283.1,50.94621180779078,10.855154947193865,SVZ
Neudietendorf 4/1962,4420555.2,5644215.1,50.92775199381926,10.868511807435029,SVZ
Neudietendorf 5/1963,4418490.5,5644391.2,50.92904660134461,10.839111467508742,SVZ
Neumark 1/1974,4447158.0,5661943.2,51.09014410017846,11.244271371215227,SVZ
Neumark 2/1974,4448980.5,5661518.1,51.08648836984249,11.270342009901846,SVZ
Oechsen 3/1962,4363553.96,5623413.94,50.73021301520956,10.065882503154972,SVZ
Ohmgebirge 1/1961,4382116.1,5697798.79,51.402613862991515,10.304426683985968,SVZ
Ramsla 3/1973,4453876.0,5654617.0,51.02487472498525,11.341085531983742,SVZ
Rentwertshausen 1/1965,4393768.78,5593079.46,50.463925263983356,10.502338241813955,SVZ
Rockensußra 4/1969,4408988.0,5682958.0,51.27420206411364,10.694261050349338,SVZ
Rockensußra 5/1969,4409160.2,5683434.2,51.2785087242148,10.696607017382817,SVZ
Rockensußra 6/1969,4408463.8,5682159.7,51.26694451766112,10.68695558463243,SVZ
Rockensußra 8/1970,4409585.0,5681999.0,51.265679381761366,10.703056399905607,SVZ
Roldisleben 1/1962,4453973.1,5671143.0,51.17342011219586,11.340361516806666,SVZ
Schlotheim 2/1984,4409743.7,5679562.8,51.24381240918088,10.705944014196051,SVZ
Schorngraben 2/1963,4363622.0,5628075.66,50.77211045649311,10.065119941576038,SVZ
Schorngraben 3/1964,4363385.15,5627310.71,50.76518237592293,10.062048200389786,SVZ
Straußfurt 1/1959,4429280.6,5668426.4,51.14648451677708,10.987869718441683,SVZ
Straußfurt 3/1964,4428999.4,5671551.3,51.174533807063064,10.983235113442099,SVZ
Straußfurt 5/1965,4430016.6,5671989.2,51.17859470817611,10.997692686776704,SVZ
Straußfurt 8/1970,4428991.2,5671561.5,51.174624458038345,10.98311586398217,SVZ
Straußfurt S4/1965,4428226.9,5672499.8,51.182961668716594,10.972001364461352,SVZ
Straußfurt T2/1963,4429835.3,5671174.0,51.17124611299716,10.99525955760214,SVZ
Tennstedt 1/1969,4417218.9,5669625.1,51.15563968310844,10.81526141825088,SVZ
Tennstedt 2/1970,4417308.2,5669285.7,51.15260250552523,10.816615516764978,SVZ
Thüringen Süd 1/1963,4398404.7,5595329.6,50.48496828765502,10.566997618737677,SVZ
Wiegleben 3/1963,4398647.3,5659706.2,51.06352275154989,10.552676257661838,SVZ
Wiesenthal 2/1963,4371941.5,5618980.69,50.69229001675881,10.18615539228921,SVZ
Allmenhausen 10/1960,4415490.0,5675848.4,51.21131312719488,10.789091486257721,Log
Allmenhausen 32/1968,4410119.8,5677194.8,51.22259239315652,10.711922644183717,Log
Allmenhausen 33/1968,4410449.1,5677385.9,51.22436141351333,10.716587331403922,Log
Allmenhausen 34H/1969,4410942.4,5677743.0,51.227647581216075,10.723558229321837,Log
Allmenhausen 35/1969,4410185.4,5677862.9,51.22860642736688,10.712694008960622,Log
Altengottern 1/1958,4399547.42,5671479.76,51.16947646719559,10.562233772670034,Log
Altengottern 102E/1958,4399687.12,5673102.73,51.18408461016868,10.563777638157886,Log
Altengottern 2/1965,4393738.44,5670811.33,51.16242082356683,10.47940554001542,Log
Altengottern 3/1987,4399370.1,5671898.8,51.173210694287164,10.559582065437358,Log
Apolda 1/1965,4466436.2,5655896.1,51.03724299448467,11.51998090411713,Log
Auma 1/1961,4494787.8,5618778.5,50.70454940633122,11.92471839861367,Log
Ballstedt 1/1963,4446653.0,5658621.0,51.0602375694551,11.237554481983828,Log
Behringen 1/1962,4397513.3,5654774.6,51.019006764295035,10.537900161592235,Log
Behringen 10/1964,4400240.6,5652723.6,51.0010558690689,10.577319220646846,Log
Behringen 11/1964,4397909.3,5653419.5,51.00690034961996,10.543923065017186,Log
Behringen 12/1964,4399141.2,5654773.4,51.01928376943379,10.561092732179109,Log
Behringen 13/1964,4402205.8,5652925.7,51.003209293522694,10.605252162852052,Log
Behringen 2/1963,4396802.5,5653897.8,51.01100084973586,10.528023087475805,Log
Behringen 3/1963,4400040.3,5653971.1,51.01223123332057,10.574123161219276,Log
Behringen 5/1963,4398273.4,5655676.9,51.0272497267955,10.548475955218764,Log
Behringen 8/1963,4401188.2,5653492.0,51.008124302078656,10.590605249018735,Log
Behringen 9/1964,4397216.5,5656020.8,51.0301520016205,10.533318565398977,Log
Berka 3/1962,4423576.3,5688775.8,51.328628399439246,10.90202508487563,Log
Beulwitz 12/1962,4452510.0,5612901.1,50.649800550208134,11.327025687834961,Log
Birkenfelde 1/1961,4362011.3,5691689.39,51.343201090640726,10.0180518039953,Log
Birkenhügel 1A/1987,4479579.4,5588753.4,50.43430503238333,11.71108546662955,Log
Buttelstedt 1/1963,4458782.5,5660101.7,51.074545824332255,11.41038943421083,Log
Buttelstedt 2/1963,4453936.2,5659434.6,51.06818109354326,11.34133038127529,Log
Buttelstedt 3/1974,4456224.0,5662381.6,51.09484844295994,11.373609758747902,Log
Buttstädt 2/1964,4458982.2,5664557.3,51.11460816490556,11.412732265077933,Log
Buttstädt 3/1972,4459104.5,5666396.1,51.13114441940989,11.414269992045016,Log
Buttstädt 4/1973,4455920.2,5666309.1,51.1301260949311,11.36879326466229,Log
Buttstädt 5/1974,4461195.2,5666374.6,51.13109673625472,11.444138052920447,Log
Buttstädt 6/1974,4457356.2,5667469.7,51.14066650939279,11.389168492804949,Log
Buttstädt 7/1974,4455375.6,5668458.9,51.1494064920357,11.36074742884541,Log
Creuzburg 1/1966,4379809.96,5657988.62,51.04445727674119,10.284646292110253,Log
Creuzburg 2/1967,4382608.59,5657654.69,51.042035452587264,10.324643081462849,Log
Deicheroda 1/1963,4360277.06,5627655.67,50.76754159297606,10.017889337556923,Log
Döhlau 1/1963,4432660.2,5581707.1,50.36746016642391,11.052024903400167,Log
Döhlau 2/1964,4433034.4,5582727.4,50.37667396202586,11.057102029383772,Log
Dreisbach 1/1963,4404875.1,5606580.4,50.587166361320705,10.655269350000244,Log
Elende 12/1977,4407533.8,5701710.0,51.442471420843034,10.668553750796969,Log
Erfurt 1/2013,4432701.0,5654500.0,51.02173387042493,11.039335899788822,Log
Ettersberg 4/1962,4448150.3,5654874.5,51.02670107173805,11.259446552279176,Log
Ettersberg 5/1962,4447764.8,5653848.1,51.01744080838894,11.254100154410317,Log
Ettersberg 6/1962,4447272.2,5652635.4,51.006496005963406,11.247257123455354,Log
Ettersberg 7/1963,4455209.6,5653473.4,51.014701237936684,11.36023350113995,Log
Gotha 1/1963,4408179.3,5642181.9,50.90764342862149,10.6930401491082,Log
Gotha 2/1963,4409458.0,5642593.4,50.911543411575686,10.711112997670803,Log
Griefstedt T1/1964,4440032.9,5677432.2,51.22865229427683,11.140002834090595,Log
Großbrembach 1/1973,4451821.8,5664811.0,51.11633090371779,11.31045028484106,Log
Gumperda 1/1963,4463771.7,5630407.0,50.8079693065153,11.48452915897428,Log
Günthersleben 1/1964,4412860.3,5643371.3,50.91905792611628,10.759290969249285,Log
Hachelbich 1/1959,4428869.12,5690723.56,51.346819380967666,10.977559717575133,Log
Hachelbich 3/1989,4428186.1,5689643.8,51.33702981438104,10.967975934544343,Log
Hainich-Eigenrieden 1/1961,4382091.27,5676845.77,51.21435704196429,10.310993831826757,Log
Hainich-Eigenrieden 2/1961,4380897.62,5678133.15,51.225675914939714,10.293490966458362,Log
Hainich-Eigenrieden 4/1962,4379049.79,5678751.93,51.230846850874826,10.266842576458883,Log
Hainleite 1/1963,4425463.9,5689057.9,51.33141409386792,10.929042702404807,Log
Haussömmern 1/1970,4419570.6,5670916.6,51.16758149402229,10.848579350705576,Log
Hohenwart 3/1967,4364949.16,5627334.92,50.765765897072804,10.084195135744096,Log
Holzsußra 2/1970,4407898.0,5685198.2,51.294157460838406,10.678067908175626,Log
Holzthaleben 2/1969,4402868.7,5689303.1,51.330207391705045,10.604869689418775,Log
Holzthaleben 3/1970,4403351.9,5690008.8,51.33663091755623,10.61160891860422,Log
Holzthaleben 4/1970,4404306.4,5690367.0,51.340011040266404,10.625205322709165,Log
Holzthaleben 5/1971,4406226.6,5691376.4,51.34940128743277,10.652487724627672,Log
Ilfeld 1/1991,4416254.24,5716137.05,51.57347040968658,10.79052185398913,Log
Jena Z 103/1963,4458846.6,5656519.4,51.04235164667549,11.411711628603518,Log
Jena Z 104/1962,4476812.6,5657389.5,51.051179617801004,11.667816900540302,Log
Kalbsrieth 5/1986,4455281.3,5690669.8,51.349028787422476,11.356623479746352,Log
Keula 3/1962,4397984.3,5687087.6,51.309445116924834,10.535447109644238,Log
Keula 4/1961,4396420.6,5688058.6,51.31788750361824,10.51274758496436,Log
Kirchheilingen 035/1961,4413674.7,5672559.8,51.181488747327734,10.763910261459863,Log
Kirchheilingen 060/1968,4410409.8,5673305.5,51.18768759314445,10.717043590586114,Log
Kirchheilingen 061/1968,4409471.5,5674140.7,51.19504509898072,10.703415800939862,Log
Kirchheilingen 063/1968,4410358.8,5673889.2,51.192924908478304,10.716168636722518,Log
Kirchheilingen 071/1968,4411911.5,5672953.8,51.18476046013215,10.738603707163389,Log
Kirchheilingen 072/1968,4409135.4,5674682.7,51.19986230145947,10.698471799412442,Log
Kirchheilingen 073/1968,4412249.9,5673731.4,51.19180033401902,10.743252487505593,Log
Kirchheilingen 074/1968,4409824.4,5676277.6,51.21430363443989,10.707925996866864,Log
Kirchheilingen 079/1968,4411487.0,5672625.0,51.181740172621296,10.732614857357406,Log
Kirchheilingen 080/1968,4409651.6,5674827.1,51.201241770992276,10.705818828297641,Log
Kirchheilingen 081/1969,4411001.1,5672731.9,51.18262538666254,10.725641064015697,Log
Kirchheilingen 083/1969,4410860.9,5673497.8,51.189486186892566,10.723446442900698,Log
Kirchheilingen 084/1969,4411570.9,5672059.8,51.17667404665505,10.733953510725438,Log
Krahnberg 1/1963,4405725.4,5647666.9,50.956538912309526,10.656743522373432,Log
Krahnberg 14/1965,4404274.7,5650408.16,50.980933759026634,10.63538146048579,Log
Krahnberg 2/1963,4406802.9,5648043.5,50.960098469289164,10.671978077406255,Log
Küllstedt 2/1966,4376471.4,5684737.63,51.28407131276194,10.227880278657741,Log
Langensalza 014/1961,4408731.1,5668526.2,51.14447395928848,10.694251717148793,Log
Langensalza 035/1970,4410553.0,5665310.8,51.11586656404023,10.721077820250615,Log
Langensalza 036/1970,4411469.5,5665143.5,51.11450543529208,10.734204226327124,Log
Langensalza 112/1961,4409749.4,5667207.5,51.132785064907644,10.709129719608944,Log
Langensalza 114/1961,4410459.6,5666804.5,51.129275007166825,10.719373385709163,Log
Lenders 1/1964,4363304.26,5621430.51,50.71233489720237,10.06308260541581,Log
Mariengart 3/1961,4361560.35,5626866.32,50.76075763769472,10.036365710908056,Log
Markvippach 2/1973,4444744.2,5659855.3,51.07115076858299,11.210141498091074,Log
Martinroda 1/1988,4364330.5,5632375.64,50.81090800992235,10.07357085479777,Log
Mechterstädt 1/1962,4397244.3,5648939.6,50.96652583970477,10.535718197100389,Log
Mechterstädt 2h/1963,4396807.0,5647799.7,50.956204590930305,10.529818398948558,Log
Mechterstädt 4/1963,4397735.0,5650109.6,50.97712675594387,10.54237218585137,Log
Mechterstädt 5/1963,4395206.5,5649575.9,50.97187653299751,10.506536235694963,Log
Mehrstedt 6/1971,4407284.5,5682709.3,51.27169264974817,10.669920838993713,Log
Metzels 1/1964,4390345.34,5613464.0,50.646476146299,10.448139655477213,Log
Neudietendorf 1/1962,4419059.9,5645289.2,50.93719723117313,10.84700940024591,Log
Neudietendorf 3/1962,4419648.0,5646283.1,50.94621180779078,10.855154947193865,Log
Neudietendorf 4/1962,4420555.2,5644215.1,50.92775199381926,10.868511807435029,Log
Neumark 1/1974,4447158.0,5661943.2,51.09014410017846,11.244271371215227,Log
Neumark 2/1974,4448980.5,5661518.1,51.08648836984249,11.270342009901846,Log
Nohra 11/1978,4407599.0,5699888.1,51.42611088442549,10.669966541877086,Log
Nohra 16/1978,4410735.8,5698224.6,51.41166541695593,10.71547331785447,Log
Oberhof 1/1962,4408553.2,5622025.2,50.726557856345664,10.703378116190015,Log
Ohmgebirge 1/1961,4382116.1,5697798.79,51.402613862991515,10.304426683985968,Log
Ponitz 1/1960,4529649.5,5636232.0,50.860709054295114,12.419609118590161,Log
Ramsla 3/1973,4453876.0,5654617.0,51.02487472498525,11.341085531983742,Log
Ramsla 4/1974,4448775.3,5658391.7,51.05836994122197,11.267856715603026,Log
Rentwertshausen 1/1965,4393768.78,5593079.46,50.463925263983356,10.502338241813955,Log
Rockensußra 2/1983,4408893.3,5682075.3,51.26625489616062,10.693129269944789,Log
Rockensußra 4/1969,4408988.0,5682958.0,51.27420206411364,10.694261050349338,Log
Rockensußra 5/1969,4409160.2,5683434.2,51.2785087242148,10.696607017382817,Log
Rockensußra 6/1969,4408463.8,5682159.7,51.26694451766112,10.68695558463243,Log
Rockensußra 8/1970,4409585.0,5681999.0,51.265679381761366,10.703056399905607,Log
Roldisleben 1/1962,4453973.1,5671143.0,51.17342011219586,11.340361516806666,Log
Schleusingen 4/1964,4410104.7,5605004.1,50.573828175995104,10.729476276240657,Log
Schlotheim 2/1984,4409743.7,5679562.8,51.24381240918088,10.705944014196051,Log
Schorngraben 2/1963,4363622.0,5628075.66,50.77211045649311,10.065119941576038,Log
Schorngraben 3/1964,4363385.15,5627310.71,50.76518237592293,10.062048200389786,Log
Seebergen 1/1964 (Großer Seeberg),4415659.8,5642437.1,50.91107818015648,10.799308883783246,Log
Straußfurt 1/1959,4429280.6,5668426.4,51.14648451677708,10.987869718441683,Log
Straußfurt 3/1964,4428999.4,5671551.3,51.174533807063064,10.983235113442099,Log
Straußfurt 5/1965,4430016.6,5671989.2,51.17859470817611,10.997692686776704,Log
Straußfurt 8/1970,4428991.2,5671561.5,51.174624458038345,10.98311586398217,Log
Straußfurt S4/1965,4428226.9,5672499.8,51.182961668716594,10.972001364461352,Log
Straußfurt T2/1963,4429835.3,5671174.0,51.17124611299716,10.99525955760214,Log
Struth-Helmershof 1/1962,4396762.5,5623470.8,50.73757346933606,10.536041463576751,Log
Tennstedt 1/1969,4417218.9,5669625.1,51.15563968310844,10.81526141825088,Log
Tennstedt 2/1970,4417308.2,5669285.7,51.15260250552523,10.816615516764978,Log
Themar 1/1963,4405009.7,5597323.5,50.50399558459931,10.659529127965403,Log
Thüringen Süd 1/1963,4398404.7,5595329.6,50.48496828765502,10.566997618737677,Log
Weimar 2/1971,4446937.5,5652233.3,51.002851117858675,11.242547730774158,Log
Wiegleben 3/1963,4398647.3,5659706.2,51.06352275154989,10.552676257661838,Log
Wiesenthal 2/1963,4371941.5,5618980.69,50.69229001675881,10.18615539228921,Log
Wipfra 2/1963,4425849.1,5620667.6,50.716820879797766,10.948556464748442,Log
Zella-Mehlis 1/1964,4408004.6,5616842.0,50.67988987589526,10.696901782902314,Log
Ziegenrück 1/1964,4475767.4,5608475.3,50.6114486328806,11.656149685995205,Log
Zoppoten 3/1964,4477417.9,5595879.0,50.49828165064348,11.680232253749878,Log
Allmenhausen 24/1974,4410137.7,5677219.0,51.22281267800985,10.712172734698136,Bohrkern
Allmenhausen 25/1974,4409379.2,5677860.1,51.22845384585297,10.701156205098082,Bohrkern
Allmenhausen 33/1968,4410449.1,5677385.9,51.22436141351333,10.716587331403922,Bohrkern
Allmenhausen 34H/1969,4410942.4,5677743.0,51.227647581216075,10.723558229321837,Bohrkern
Fahner Höhe 10/1961,4413468.3,5659571.9,51.064740799579056,10.764076166592897,Bohrkern
Fahner Höhe 5/1961,4415597.4,5656851.5,51.04061008183206,10.795075856517196,Bohrkern
Fahner Höhe T13/1963,4415997.7,5656150.7,51.03437076684769,10.800944505964603,Bohrkern
Hainich-Berka 101/1963,4387742.05,5656034.42,51.02850253215054,10.398310258567058,Bohrkern
Hainich-Berka 102/1964,4391969.55,5653967.62,51.01074100403611,10.459163073960815,Bohrkern
Heiligenstadt,4369156.54,5695281.12,51.377156310250705,10.119219830712519,Bohrkern
Holzsußra 3/1970,4408610.6,5685625.0,51.29810750726499,10.688171989534913,Bohrkern
Holzthaleben 2/1969,4402868.7,5689303.1,51.330207391705045,10.604869689418775,Bohrkern
Holzthaleben 3/1970,4403351.9,5690008.8,51.33663091755623,10.61160891860422,Bohrkern
Holzthaleben 5/1971,4406226.6,5691376.4,51.34940128743277,10.652487724627672,Bohrkern
Kirchheilingen 025/1961,4408115.1,5678569.5,51.23462652601,10.682882407199976,Bohrkern
Kirchheilingen 027/1961,4406408.5,5676418.0,51.215015716067526,10.65901607838893,Bohrkern
Kirchheilingen 081/1969,4411001.1,5672731.9,51.18262538666254,10.725641064015697,Bohrkern
Kirchheilingen 083/1969,4410860.9,5673497.8,51.189486186892566,10.723446442900698,Bohrkern
Kirchheilingen 084/1969,4411570.9,5672059.8,51.17667404665505,10.733953510725438,Bohrkern
Küllstedt 2/1966,4376471.4,5684737.63,51.28407131276194,10.227880278657741,Bohrkern
Küllstedt 3/1966,4370956.86,5684350.29,51.27936942009736,10.14902012195169,Bohrkern
Langensalza 025/1962,4412547.4,5663834.0,51.102903033006854,10.749910953301143,Bohrkern
Langensalza 035/1970,4410553.0,5665310.8,51.11586656404023,10.721077820250615,Bohrkern
Mehrstedt 4/1970,4406598.5,5682621.0,51.270787181662506,10.660116707280297,Bohrkern
Mehrstedt 6/1971,4407284.5,5682709.3,51.27169264974817,10.669920838993713,Bohrkern
Mühlhausen 28/1960,4393067.86,5682705.81,51.269171566591474,10.466276905251432,Bohrkern
Obermehler 2/1969,4401988.8,5681686.6,51.2616168923642,10.594339947572763,Bohrkern
Obermehler 3/1970,4402845.1,5681704.1,51.26192069600023,10.606599025875177,Bohrkern
Rockensußra 2/1983,4408893.3,5682075.3,51.26625489616062,10.693129269944789,Bohrkern
Rockensußra 4/1969,4408988.0,5682958.0,51.27420206411364,10.694261050349338,Bohrkern
Rockensußra 5/1969,4409160.2,5683434.2,51.2785087242148,10.696607017382817,Bohrkern
Rockensußra 6/1969,4408463.8,5682159.7,51.26694451766112,10.68695558463243,Bohrkern
Tennstedt 1/1969,4417218.9,5669625.1,51.15563968310844,10.81526141825088,Bohrkern
Themar 1/1963,4405009.7,5597323.5,50.50399558459931,10.659529127965403,Bohrkern
Wattesattel 1/1962,4398401.6,5690263.0,51.33805214501139,10.540524655619945,Bohrkern
Wiegleben 1/1962,4401519.7,5658607.0,51.05414509258969,10.593937395103252,Bohrkern
Wiegleben 3/1963,4398647.3,5659706.2,51.06352275154989,10.552676257661838,Bohrkern
